Organisation,Service Area,Expenditure Unit,Expenditure Code,Paid Date,Trans No,Amount,caporrev,Supplier ID,Supplier Name
Oxford City Council,Direct Services,Materials,D3021   ,17/02/2015,60033197_0,2754.28,Revenue,20015230,MERKKO ENTERPRISES LIMITED                        
Oxford City Council,Direct Services,Materials,D3021   ,10/03/2015,60034100_0,1497.18,Revenue,20015230,MERKKO ENTERPRISES LIMITED                        
Oxford City Council,Direct Services,Materials,D3021   ,10/03/2015,60034115_2,3738.37,Revenue,20015230,MERKKO ENTERPRISES LIMITED                        
Oxford City Council,Suspense,Materials,D3021,24/03/2015,60034772_0,571.52,Revenue,20015230,MERKKO ENTERPRISES LIMITED                        
Oxford City Council,Direct Services,Materials,D3021,24/03/2015,60035002_2,2296.00,Revenue,20015230,MERKKO ENTERPRISES LIMITED                        
Oxford City Council,Direct Services,Materials,D3021,24/03/2015,60035041_0,2127.73,Revenue,20015230,MERKKO ENTERPRISES LIMITED                        
Oxford City Council,Direct Services,Materials,D3021,31/03/2015,60035406_1,540.00,Revenue,20015230,MERKKO ENTERPRISES LIMITED                        
Oxford City Council,Direct Services,Materials,D3021,31/03/2015,60035516_1,2678.79,Revenue,20015230,MERKKO ENTERPRISES LIMITED                        
Oxford City Council,Direct Services,Materials,D3021,31/03/2015,60035549_1,982.38,Revenue,20015230,MERKKO ENTERPRISES LIMITED                        
Oxford City Council,Direct Services,Materials,D3021,31/03/2015,60035605_1,540.00,Revenue,20015230,MERKKO ENTERPRISES LIMITED                        
Oxford City Council,Leisure  Parks & Communities,Main Contractor,Y021,17/03/2015,1013754_1,3300.00,Capital,20015339,THE GROUNDWORK SOUTH TRUST LTD
Oxford City Council,Leisure  Parks & Communities,Materials,D3021,27/01/2015,46284541_1,6790.40,Revenue,20015339,THE GROUNDWORK SOUTH TRUST LTD
Oxford City Council,Leisure  Parks & Communities,Materials,D3021,24/02/2015,46284832_1,1034.00,Revenue,20015339,THE GROUNDWORK SOUTH TRUST LTD
Oxford City Council,Leisure  Parks & Communities,General Contracted Services,D3401,10/03/2015,46284934_1,969.60,Revenue,20015339,THE GROUNDWORK SOUTH TRUST LTD
Oxford City Council,Leisure  Parks & Communities,General Contracted Services,D3401,10/03/2015,46284936_1,1152.00,Revenue,20015339,THE GROUNDWORK SOUTH TRUST LTD
Oxford City Council,Leisure  Parks & Communities,General Contracted Services,D3401,10/03/2015,46284937_1,5680.00,Revenue,20015339,THE GROUNDWORK SOUTH TRUST LTD
Oxford City Council,Leisure  Parks & Communities,General Contracted Services,D3401,10/03/2015,46284942_1,3504.00,Revenue,20015339,THE GROUNDWORK SOUTH TRUST LTD
Oxford City Council,Leisure  Parks & Communities,General Contracted Services,D3401,10/03/2015,46284945_1,1148.80,Revenue,20015339,THE GROUNDWORK SOUTH TRUST LTD
Oxford City Council,Leisure  Parks & Communities,Main Contractor,Y021,20/01/2015,48021105_1,596.00,Capital,20015339,THE GROUNDWORK SOUTH TRUST LTD
Oxford City Council,Leisure  Parks & Communities,Main Contractor,Y021,27/01/2015,48021113_1,1652.50,Capital,20015339,THE GROUNDWORK SOUTH TRUST LTD
Oxford City Council,Leisure  Parks & Communities,Main Contractor,Y021,27/01/2015,48021114_1,2798.30,Capital,20015339,THE GROUNDWORK SOUTH TRUST LTD
Oxford City Council,Leisure  Parks & Communities,Main Contractor,Y021,27/01/2015,48021115_1,18570.00,Capital,20015339,THE GROUNDWORK SOUTH TRUST LTD
Oxford City Council,Leisure  Parks & Communities,Subsistence,D3601,10/03/2015,48021137_1,2227.20,Revenue,20015339,THE GROUNDWORK SOUTH TRUST LTD
Oxford City Council,Leisure  Parks & Communities,Main Contractor,Y021,10/03/2015,48021138_1,521.60,Capital,20015339,THE GROUNDWORK SOUTH TRUST LTD
Oxford City Council,Leisure  Parks & Communities,Main Contractor,Y021,10/03/2015,48021139_1,784.00,Capital,20015339,THE GROUNDWORK SOUTH TRUST LTD
Oxford City Council,Leisure  Parks & Communities,General Contracted Services,D3401,10/03/2015,48021140_1,988.80,Revenue,20015339,THE GROUNDWORK SOUTH TRUST LTD
Oxford City Council,Leisure  Parks & Communities,Main Contractor,Y021,10/03/2015,48021141_1,1888.00,Capital,20015339,THE GROUNDWORK SOUTH TRUST LTD
Oxford City Council,Leisure  Parks & Communities,Main Contractor,Y021,10/03/2015,48021142_1,2182.40,Capital,20015339,THE GROUNDWORK SOUTH TRUST LTD
Oxford City Council,Leisure  Parks & Communities,Main Contractor,Y021,10/03/2015,48021143_1,2793.60,Capital,20015339,THE GROUNDWORK SOUTH TRUST LTD
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,17/03/2015,46285024_1,1363.55,Revenue,20015351,ADMIRAL HOMES                                     
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,17/03/2015,46285025_1,1207.60,Revenue,20015351,ADMIRAL HOMES                                     
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,17/03/2015,46285068_1,1214.20,Revenue,20015351,ADMIRAL HOMES                                     
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,17/03/2015,46285078_1,1196.40,Revenue,20015351,ADMIRAL HOMES                                     
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,17/03/2015,46285082_1,1207.60,Revenue,20015351,ADMIRAL HOMES                                     
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,31/03/2015,46285329_1,1672.00,Revenue,20015351,ADMIRAL HOMES                                     
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,31/03/2015,46285330_1,836.00,Revenue,20015351,ADMIRAL HOMES                                     
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,06/01/2015,60031021_2,3542.60,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Direct Services,Materials,D3021   ,06/01/2015,60031023_2,836.40,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Direct Services,Materials,D3021   ,06/01/2015,60031073_2,773.60,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,06/01/2015,60031157_2,880.00,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Direct Services,Materials,D3021   ,06/01/2015,60031170_1,2650.35,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,13/01/2015,60031300_1,607.73,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,13/01/2015,60031301_1,797.20,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,20/01/2015,60031789_1,624.21,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Direct Services,Materials,D3021   ,27/01/2015,60031901_2,1232.75,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Direct Services,Materials,D3021   ,27/01/2015,60031903_2,3839.10,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Direct Services,Materials,D3021   ,27/01/2015,60032011_1,1194.00,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Direct Services,Materials,D3021   ,03/02/2015,60032443_0,2313.60,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Direct Services,Materials,D3021   ,03/02/2015,60032444_1,1386.40,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Direct Services,Materials,D3021   ,03/02/2015,60032445_0,1010.00,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Direct Services,Materials,D3021   ,10/02/2015,60032514_1,791.00,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Direct Services,Materials,D3021   ,10/02/2015,60032516_1,754.40,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Direct Services,Materials,D3021   ,24/02/2015,60033390_2,1256.00,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Direct Services,Materials,D3021   ,24/02/2015,60033391_0,2607.45,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Direct Services,Materials,D3021   ,24/02/2015,60033392_2,1059.60,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Direct Services,Materials,D3021   ,24/02/2015,60033393_0,967.60,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,24/02/2015,60033584_2,670.80,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,03/03/2015,60033950_2,1104.90,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,03/03/2015,60033951_0,7250.27,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,17/03/2015,60034420_1,597.60,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,17/03/2015,60034422_1,502.40,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Direct Services,Materials,D3021,24/03/2015,60034870_2,564.48,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,31/03/2015,60035754_1,2917.00,Revenue,20015370,TIMBERYTE                                         
Oxford City Council,Policy  Culture and Communication,General Contracted Services,D3401,24/03/2015,1014431_1,598.84,Revenue,20015374,MIRANDA LAURENCE                                  
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,17/02/2015,47978726_0,520.16,Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD                    
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,03/03/2015,60033979_0,2730.00,Revenue,20015427,EVINOX  SERVICES LTD                              
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,20/01/2015,47978404_2,685.00,Revenue,20015455,HEATHROW TRUCK  CENTRE LTD                        
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,13/01/2015,1011601_1,4168.48,Capital,20015469,THE CLARKSON ALLIANCE LTD                         
Oxford City Council,Leisure  Parks & Communities,Main Contractor,Y021,20/01/2015,1012294_1,1313.75,Capital,20015469,THE CLARKSON ALLIANCE LTD                         
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,27/01/2015,1012435_1,3280.06,Capital,20015469,THE CLARKSON ALLIANCE LTD                         
Oxford City Council,Leisure  Parks & Communities,Main Contractor,Y021,17/03/2015,1014049_1,1313.75,Capital,20015469,THE CLARKSON ALLIANCE LTD                         
Oxford City Council,Leisure  Parks & Communities,Main Contractor,Y021,31/03/2015,1014594_1,1313.75,Capital,20015469,THE CLARKSON ALLIANCE LTD                         
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,17/02/2015,48021125_1,3280.07,Capital,20015469,THE CLARKSON ALLIANCE LTD                         
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,24/03/2015,48021164_1,3280.07,Capital,20015469,THE CLARKSON ALLIANCE LTD                         
Oxford City Council,Law and Governance,Consultants Fees,D3411,24/02/2015,1013572_1,656.25,Revenue,20015543,RECOGNISING EXCELLENCE LIMITED                    
Oxford City Council,HRA,Controlled Entry Maintenance,B1243,06/01/2015,46284328_1,3823.28,Revenue,20015630,BAYDALE CONTROL SYSTEMS                           
Oxford City Council,HRA,Controlled Entry Maintenance,B1243,03/02/2015,46284640_1,3447.90,Revenue,20015630,BAYDALE CONTROL SYSTEMS                           
Oxford City Council,HRA,Controlled Entry Maintenance,B1243,03/03/2015,46284877_1,3402.00,Revenue,20015630,BAYDALE CONTROL SYSTEMS                           
Oxford City Council,HRA,Main Contractor,Y021,24/03/2015,46284920_1,37029.31,Capital,20015630,BAYDALE CONTROL SYSTEMS                           
Oxford City Council,HRA,Controlled Entry Maintenance,B1243,24/03/2015,46285019_1,3524.40,Revenue,20015630,BAYDALE CONTROL SYSTEMS                           
Oxford City Council,Direct Services,Consultants Fees,D3411,20/01/2015,46284493_1,43.00,Revenue,20015673,THE OXFORD COUNSELLING & PSYCHOTHERAPY SERVICE    
Oxford City Council,Direct Services,Consultants Fees,D3411,20/01/2015,46284493_10,86.00,Revenue,20015673,THE OXFORD COUNSELLING & PSYCHOTHERAPY SERVICE    
Oxford City Council,Finance,Consultants Fees,D3411,20/01/2015,46284493_11,129.00,Revenue,20015673,THE OXFORD COUNSELLING & PSYCHOTHERAPY SERVICE    
Oxford City Council,Law and Governance,Consultants Fees,D3411,20/01/2015,46284493_12,43.00,Revenue,20015673,THE OXFORD COUNSELLING & PSYCHOTHERAPY SERVICE    
Oxford City Council,Direct Services,Consultants Fees,D3411,20/01/2015,46284493_13,86.00,Revenue,20015673,THE OXFORD COUNSELLING & PSYCHOTHERAPY SERVICE    
Oxford City Council,Leisure  Parks & Communities,Consultants Fees,D3411,20/01/2015,46284493_14,43.00,Revenue,20015673,THE OXFORD COUNSELLING & PSYCHOTHERAPY SERVICE    
Oxford City Council,City Development,Consultants Fees,D3411,20/01/2015,46284493_15,86.00,Revenue,20015673,THE OXFORD COUNSELLING & PSYCHOTHERAPY SERVICE    
Oxford City Council,Direct Services,Consultants Fees,D3411,20/01/2015,46284493_16,43.00,Revenue,20015673,THE OXFORD COUNSELLING & PSYCHOTHERAPY SERVICE    
Oxford City Council,Customer Services,Consultants Fees,D3411,20/01/2015,46284493_2,86.00,Revenue,20015673,THE OXFORD COUNSELLING & PSYCHOTHERAPY SERVICE    
Oxford City Council,Direct Services,Consultants Fees,D3411,20/01/2015,46284493_3,86.00,Revenue,20015673,THE OXFORD COUNSELLING & PSYCHOTHERAPY SERVICE    
Oxford City Council,Housing and Property,Consultants Fees,D3411,20/01/2015,46284493_4,215.00,Revenue,20015673,THE OXFORD COUNSELLING & PSYCHOTHERAPY SERVICE    
Oxford City Council,Direct Services,Consultants Fees,D3411,20/01/2015,46284493_5,86.00,Revenue,20015673,THE OXFORD COUNSELLING & PSYCHOTHERAPY SERVICE    
Oxford City Council,Direct Services,Consultants Fees,D3411,20/01/2015,46284493_6,86.00,Revenue,20015673,THE OXFORD COUNSELLING & PSYCHOTHERAPY SERVICE    
Oxford City Council,Customer Services,Consultants Fees,D3411,20/01/2015,46284493_7,172.00,Revenue,20015673,THE OXFORD COUNSELLING & PSYCHOTHERAPY SERVICE    
Oxford City Council,Regeneration and Major Projects Team,Consultants Fees,D3411,20/01/2015,46284493_8,86.00,Revenue,20015673,THE OXFORD COUNSELLING & PSYCHOTHERAPY SERVICE    
Oxford City Council,Direct Services,Consultants Fees,D3411,20/01/2015,46284493_9,43.00,Revenue,20015673,THE OXFORD COUNSELLING & PSYCHOTHERAPY SERVICE    
Oxford City Council,Housing and Property,Grants,D3701,31/03/2015,46285245_1,1404.36,Revenue,20015678,TWO SAINTS LTD                                    
Oxford City Council,Leisure  Parks & Communities,Training Short Courses,A0602,17/03/2015,47979134_0,595.00,Revenue,20015755,JLD DRIVER TRAINING LTD                           
Oxford City Council,Leisure  Parks & Communities,Training Short Courses,A0602   ,31/03/2015,47979441_1,595.00,Revenue,20015755,JLD DRIVER TRAINING LTD                           
Oxford City Council,Direct Services,Consultants Fees,D3411   ,31/03/2015,47979455_1,1430.00,Revenue,20015755,JLD DRIVER TRAINING LTD                           
Oxford City Council,Direct Services,Consultants Fees,D3411   ,31/03/2015,47979472_0,1430.00,Revenue,20015755,JLD DRIVER TRAINING LTD                           
Oxford City Council,Policy  Culture and Communication,General Contracted Services,D3401,24/02/2015,1013453_1,1000.00,Revenue,20015780,UNDER CONSTRUCTION THEATRE                        
Oxford City Council,Leisure  Parks & Communities,Grants,D3701,31/03/2015,46285223_1,4000.00,Revenue,20015805,MY LIFE MY CHOICE ASSOCIATION
Oxford City Council,Leisure  Parks & Communities,General Contracted Services,D3401,10/02/2015,1012545_1,2286.00,Revenue,20015810,KEEP BRITAIN TIDY                                 
Oxford City Council,Direct Services,Subscriptions,D3703   ,27/01/2015,60032072_1,1995.00,Revenue,20015810,KEEP BRITAIN TIDY                                 
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,24/03/2015,1013986_1,6154.00,Revenue,20015850,DW CONTRACTORS (OXFORD) LTD                       
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,24/03/2015,1013987_1,14318.00,Revenue,20015850,DW CONTRACTORS (OXFORD) LTD                       
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,24/03/2015,1013988_1,16098.00,Revenue,20015850,DW CONTRACTORS (OXFORD) LTD                       
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,13/01/2015,60031416_1,19800.00,Revenue,20015850,DW CONTRACTORS (OXFORD) LTD                       
