Service Area,Expenditure Catergory,Expenditure Code,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069804 - 1,450.00,Revenue,20000258,L A WOOD (OXON) LTD
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069805 - 0,450.00,Revenue,20000258,L A WOOD (OXON) LTD
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069808 - 1,4430.00,Revenue,20014739,MULTI-FLOORS LIMITED
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069809 - 0,4430.00,Revenue,20014739,MULTI-FLOORS LIMITED
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069810 - 1,4430.00,Revenue,20014739,MULTI-FLOORS LIMITED
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069811 - 0,4430.00,Revenue,20014739,MULTI-FLOORS LIMITED
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069812 - 1,3780.00,Revenue,20019100,PROJECT MANAGEMENT SERVICES OXFORD
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069813 - 0,1357.60,Revenue,20012914,PROELEC INSTALLATIONS LTD
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069814 - 1,1438.00,Revenue,20012914,PROELEC INSTALLATIONS LTD
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069815 - 0,1445.20,Revenue,20012914,PROELEC INSTALLATIONS LTD
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069816 - 1,1444.00,Revenue,20012914,PROELEC INSTALLATIONS LTD
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069817 - 0,1430.80,Revenue,20012914,PROELEC INSTALLATIONS LTD
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069818 - 1,1265.60,Revenue,20012914,PROELEC INSTALLATIONS LTD
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069819 - 0,1265.60,Revenue,20012914,PROELEC INSTALLATIONS LTD
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069820 - 1,1265.60,Revenue,20012914,PROELEC INSTALLATIONS LTD
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069821 - 0,6823.71,Revenue,20000249,SSE CONTRACTING LTD
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069822 - 1,2980.00,Revenue,20008696,TOTAL HYGIENE LTD
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069823 - 0,3650.00,Revenue,20013974,TOM GHEE CONSTRUCTION
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069824 - 1,1917.82,Revenue,20013974,TOM GHEE CONSTRUCTION
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069825 - 0,1306.55,Revenue,20013974,TOM GHEE CONSTRUCTION
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069826 - 1,1950.00,Revenue,20013974,TOM GHEE CONSTRUCTION
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069827 - 0,1720.00,Revenue,20013974,TOM GHEE CONSTRUCTION
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069828 - 1,950.00,Revenue,20013974,TOM GHEE CONSTRUCTION
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069829 - 0,1740.95,Revenue,20013974,TOM GHEE CONSTRUCTION
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069830 - 1,435.00,Revenue,20009896,VISION SECURE LIMITED
Direct Services,Materials,D3021,07/03/2017,60069834 - 1,630.00,Revenue,20010966,GEO BROWNS IMPLEMENTS LTD
Direct Services,Tipping Charges,D3421,07/03/2017,60069835 - 0,114530.48,Revenue,20007990,VIRIDOR WASTE MANAGEMENT
Direct Services,Materials,D3021,07/03/2017,60069836 - 0,1496.27,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,07/03/2017,60069837 - 1,4725.20,Revenue,20011554,MEON LTD
Direct Services,Materials,D3021,07/03/2017,60069839 - 1,960.00,Revenue,20015230,MERKKO ENTERPRISES LIMITED
Direct Services,Materials,D3021,07/03/2017,60069848 - 0,1905.00,Revenue,20019480,DAVID EINIG CONTRACTING LTD
Direct Services,Materials,D3021,07/03/2017,60069849 - 1,2600.00,Revenue,20019480,DAVID EINIG CONTRACTING LTD
Direct Services,Consultants Fees,D3411,07/03/2017,60069853 - 1,1000.00,Revenue,20013591,PETER BRETT ASSOCIATES LLP
Direct Services,Consultants Fees,D3411,07/03/2017,60069854 - 0,1000.00,Revenue,20013591,PETER BRETT ASSOCIATES LLP
Direct Services,Consultants Fees,D3411,07/03/2017,60069855 - 1,1000.00,Revenue,20013591,PETER BRETT ASSOCIATES LLP
Direct Services,Services Maintenance (Planned),B1103,07/03/2017,60069856 - 0,489.67,Revenue,20007930,PROTEUS EQUIPMENT LTD
Direct Services,Engineering Services Supplies and Services,D3319,07/03/2017,60069857 - 1,4784.77,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Engineering Services Supplies and Services,D3319,07/03/2017,60069858 - 0,4853.70,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Engineering Services Supplies and Services,D3319,07/03/2017,60069859 - 1,4317.06,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Engineering Services Supplies and Services,D3319,07/03/2017,60069860 - 0,967.70,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Engineering Services Supplies and Services,D3319,07/03/2017,60069861 - 1,1755.56,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,07/03/2017,60069862 - 0,967.20,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,07/03/2017,60069863 - 0,1612.00,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,07/03/2017,60069864 - 1,1934.40,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Engineering Services Supplies and Services,D3319,07/03/2017,60069865 - 0,21000.00,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,07/03/2017,60069866 - 1,5000.00,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,07/03/2017,60069867 - 0,6255.30,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,07/03/2017,60069868 - 1,3783.55,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Engineering Services Supplies and Services,D3319,07/03/2017,60069869 - 0,811.70,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,07/03/2017,60069870 - 1,483.60,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,07/03/2017,60069871 - 0,1612.00,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,07/03/2017,60069872 - 1,806.00,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,07/03/2017,60069874 - 1,644.80,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,General Contracted Services,D3401,07/03/2017,60069877 - 0,830.00,Revenue,20011854,OXFORD FABRICATION LTD
Direct Services,Materials,D3021,14/03/2017,60069883 - 1,534.36,Revenue,20002299,C BREWER & SONS LTD
Direct Services,Materials,D3021,14/03/2017,60069884 - 0,735.20,Revenue,20002299,C BREWER & SONS LTD
Direct Services,Direct Services Supplies & Services,D3311,14/03/2017,60069897 - 1,456.88,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,14/03/2017,60069904 - 1,433.62,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,14/03/2017,60069906 - 1,3189.90,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,14/03/2017,60069915 - 1,430.31,Revenue,20006089,ICI CONTRACT DIRECT
Direct Services,Direct Services Supplies & Services,D3311,14/03/2017,60069918 - 0,1501.20,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,14/03/2017,60069919 - 1,986.32,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,14/03/2017,60069924 - 0,702.32,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,14/03/2017,60069925 - 1,731.51,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,14/03/2017,60069930 - 0,6048.24,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,14/03/2017,60069932 - 0,480.00,Revenue,20002679,LOCKS & LATCHES (STAFFORD) LTD
Direct Services,Materials,D3021,14/03/2017,60069933 - 1,1014.94,Revenue,20002680,OXFORD SAFETY SUPPLIES
Direct Services,Materials,D3021,14/03/2017,60069937 - 1,657.45,Revenue,20002680,OXFORD SAFETY SUPPLIES
Direct Services,Materials,D3021,14/03/2017,60069938 - 0,714.70,Revenue,20019236,POWRED HEATING COMPONENTS LTD
Direct Services,Materials,D3021,14/03/2017,60069941 - 1,818.15,Revenue,20019236,POWRED HEATING COMPONENTS LTD
Direct Services,Materials,D3021,14/03/2017,60069942 - 0,451.17,Revenue,20019236,POWRED HEATING COMPONENTS LTD
Direct Services,Materials,D3021,14/03/2017,60069947 - 1,1292.18,Revenue,20002434,TOOLMASTER (OXFORD) LTD
Direct Services,Materials,D3021,14/03/2017,60069949 - 1,692.20,Revenue,20002434,TOOLMASTER (OXFORD) LTD
Direct Services,Materials,D3021,14/03/2017,60069952 - 0,686.14,Revenue,20002434,TOOLMASTER (OXFORD) LTD
Direct Services,Materials,D3021,14/03/2017,60069953 - 1,2600.00,Revenue,20002443,UNIVERSAL ACCESS & POWER PLAN
Direct Services,Materials,D3021,14/03/2017,60069961 - 0,1582.94,Revenue,20003233,AKW MEDICARE LIMITED
Direct Services,Materials,D3021,14/03/2017,60069965 - 0,520.85,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Direct Services,Materials,D3021,14/03/2017,60069968 - 1,2516.61,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,14/03/2017,60069976 - 0,6277.54,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Direct Services Supplies & Services,D3311,14/03/2017,60069986 - 0,825.00,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,14/03/2017,60069987 - 1,660.00,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,14/03/2017,60070004 - 0,3465.37,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,14/03/2017,60070006 - 0,1399.01,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,14/03/2017,60070008 - 0,912.97,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,14/03/2017,60070009 - 1,1903.78,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,14/03/2017,60070012 - 0,526.02,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,14/03/2017,60070013 - 1,3751.93,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,14/03/2017,60070016 - 0,3234.08,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,14/03/2017,60070017 - 1,1369.37,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,14/03/2017,60070020 - 0,598.60,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,14/03/2017,60070024 - 0,591.51,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,14/03/2017,60070025 - 1,1469.47,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,14/03/2017,60070026 - 0,1389.40,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,14/03/2017,60070037 - 1,8967.40,Revenue,20019237,VENESTA WASHROOM SYSTEMS LTD
Direct Services,Materials,D3021,14/03/2017,60070043 - 0,2352.66,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Category 'B' Stores,D3022,14/03/2017,60070045 - 0,475.72,Revenue,20002653,H TUCKWELL & SONS LTD
Direct Services,Subscriptions,D3703,14/03/2017,60070065 - 0,3000.00,Revenue,20015107,DIALOGUE COMMUNICATIONS LTD
Direct Services,Services Maintenance (Planned),B1103,14/03/2017,60070069 - 0,2260.00,Revenue,20008181,EXECUTIVE ALARMS LTD
Direct Services,Materials,D3021,14/03/2017,60070070 - 1,1274.00,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,14/03/2017,60070071 - 0,453.96,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,14/03/2017,60070074 - 1,1106.70,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,14/03/2017,60070077 - 0,825.24,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Temporary Bureau Staffing,A0108,14/03/2017,60070081 - 1,634.73,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Engineering Services Supplies and Services,D3319,14/03/2017,60070083 - 1,7685.76,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,14/03/2017,60070084 - 0,1508.85,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,14/03/2017,60070085 - 1,2449.79,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,14/03/2017,60070086 - 0,1987.80,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,14/03/2017,60070087 - 1,650.50,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,14/03/2017,60070088 - 0,1612.00,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,14/03/2017,60070089 - 1,967.20,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,14/03/2017,60070093 - 0,806.00,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,14/03/2017,60070094 - 1,483.60,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Muck away from site,D3313,14/03/2017,60070095 - 0,960.00,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,14/03/2017,60070096 - 1,6400.00,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Materials,D3021,14/03/2017,60070103 - 0,527.90,Revenue,20014733,PALMSTEAD NURSERIES LIMITED
Direct Services,Direct Services,Y237,14/03/2017,60070108 - 1,10000.00,Capital,20019284,Park That Bike
Direct Services,Services Maintenance (Planned),B1103,14/03/2017,60070116 - 1,4030.00,Revenue,20019327,WASH-N-VAC SYSTEMS LTD T/A WNV SYSTEMS
Direct Services,Materials,D3021,14/03/2017,60070119 - 0,1338.30,Revenue,20008752,BARLOW & SONS (HERMITAGE) LTD
Direct Services,Materials,D3021,14/03/2017,60070120 - 1,4401.02,Revenue,20002690,COMPASS MINERALS UK LTD
Direct Services,Materials,D3021,14/03/2017,60070121 - 0,1073.38,Revenue,20002690,COMPASS MINERALS UK LTD
Direct Services,Materials,D3021,14/03/2017,60070122 - 1,1136.35,Revenue,20002690,COMPASS MINERALS UK LTD
Direct Services,Materials,D3021,14/03/2017,60070123 - 0,1097.95,Revenue,20002690,COMPASS MINERALS UK LTD
Direct Services,Materials,D3021,14/03/2017,60070124 - 1,645.00,Revenue,20019480,DAVID EINIG CONTRACTING LTD
Direct Services,General Contracted Services,D3401,14/03/2017,60070125 - 0,29988.35,Revenue,20019480,DAVID EINIG CONTRACTING LTD
Direct Services,Materials,D3021,14/03/2017,60070126 - 1,1180.00,Revenue,20008146,EGBERT H TAYLOR & CO LTD
Direct Services,Materials,D3021,14/03/2017,60070127 - 0,501.80,Revenue,20018811,THE FENCING CENTRE
Direct Services,Materials,D3021,14/03/2017,60070128 - 1,479.93,Revenue,20018811,THE FENCING CENTRE
Direct Services,Materials,D3021,14/03/2017,60070132 - 0,1849.32,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,14/03/2017,60070133 - 1,669.50,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,14/03/2017,60070137 - 1,1440.00,Revenue,20015230,MERKKO ENTERPRISES LIMITED
Direct Services,Materials,D3021,14/03/2017,60070139 - 1,720.68,Revenue,20015230,MERKKO ENTERPRISES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,14/03/2017,60070141 - 1,1739.33,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,14/03/2017,60070142 - 0,1375.67,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Contract Plant Hire,C2402,14/03/2017,60070147 - 0,3830.65,Revenue,20002955,PORTAKABIN LIMITED
Direct Services,Sign Shop Materials,D3018,14/03/2017,60070150 - 1,467.20,Revenue,20002698,SPANDEX  LTD.  (UK)  COLLECTIONS
Direct Services,Direct Services Sub Contractors,B1111,14/03/2017,60070157 - 0,468.00,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
Direct Services,Direct Services Sub Contractors,B1111,14/03/2017,60070176 - 0,2600.00,Revenue,20011395,CHERWELL DOORS
Direct Services,Direct Services Sub Contractors,B1111,14/03/2017,60070197 - 0,3350.00,Revenue,20019334,GLEVUM HEATING & PLUMBING LTD
Direct Services,Direct Services Sub Contractors,B1111,14/03/2017,60070198 - 1,2980.00,Revenue,20014676,KENNINGTON FLOORING LTD
Direct Services,Direct Services Sub Contractors,B1111,14/03/2017,60070199 - 0,578.50,Revenue,20014676,KENNINGTON FLOORING LTD
Direct Services,Direct Services Sub Contractors,B1111,14/03/2017,60070203 - 0,1180.00,Revenue,20002513,MARCUS COPELIN
Direct Services,Direct Services Sub Contractors,B1111,14/03/2017,60070205 - 0,555.00,Revenue,20002513,MARCUS COPELIN
Direct Services,Direct Services Sub Contractors,B1111,14/03/2017,60070209 - 0,531.40,Revenue,20002513,MARCUS COPELIN
Direct Services,Direct Services Sub Contractors,B1111,14/03/2017,60070215 - 0,5798.00,Revenue,20014739,MULTI-FLOORS LIMITED
Direct Services,Direct Services Sub Contractors,B1111,14/03/2017,60070216 - 1,5798.00,Revenue,20014739,MULTI-FLOORS LIMITED
Direct Services,Direct Services Sub Contractors,B1111,14/03/2017,60070217 - 0,6188.00,Revenue,20000244,OXFORD REFRIGERATION LTD
Direct Services,Direct Services Sub Contractors,B1111,14/03/2017,60070218 - 1,10721.00,Revenue,20000244,OXFORD REFRIGERATION LTD
Direct Services,Direct Services Sub Contractors,B1111,14/03/2017,60070219 - 0,8400.00,Revenue,20019100,PROJECT MANAGEMENT SERVICES OXFORD
Direct Services,Materials,D3021,14/03/2017,60070220 - 1,535.39,Revenue,20015230,MERKKO ENTERPRISES LIMITED
Direct Services,Direct Services Sub Contractors,B1111,14/03/2017,60070222 - 1,3780.00,Revenue,20019100,PROJECT MANAGEMENT SERVICES OXFORD
Direct Services,Direct Services Sub Contractors,B1111,14/03/2017,60070223 - 0,3780.00,Revenue,20019100,PROJECT MANAGEMENT SERVICES OXFORD
Direct Services,Direct Services Sub Contractors,B1111,14/03/2017,60070224 - 1,5628.20,Revenue,20012914,PROELEC INSTALLATIONS LTD
Direct Services,Direct Services Sub Contractors,B1111,14/03/2017,60070225 - 1,700.00,Revenue,20012914,PROELEC INSTALLATIONS LTD
Direct Services,Direct Services Sub Contractors,B1111,14/03/2017,60070226 - 0,5476.74,Revenue,20012914,PROELEC INSTALLATIONS LTD
Direct Services,Direct Services Sub Contractors,B1111,14/03/2017,60070227 - 1,5476.74,Revenue,20012914,PROELEC INSTALLATIONS LTD
Direct Services,Direct Services Sub Contractors,B1111,14/03/2017,60070228 - 0,5973.82,Revenue,20012914,PROELEC INSTALLATIONS LTD
Direct Services,Materials,D3021,14/03/2017,60070229 - 1,979.55,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,14/03/2017,60070233 - 1,4807.76,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,21/03/2017,60070245 - 0,837.03,Revenue,20002299,C BREWER & SONS LTD
Direct Services,Materials,D3021,21/03/2017,60070246 - 1,732.50,Revenue,20002299,C BREWER & SONS LTD
Direct Services,Materials,D3021,21/03/2017,60070247 - 0,1267.20,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
