Service Area,Expenditure Category,Expenditure Code,Paid Date,Trans No,Amount,Type,Supplier ID,Supplier Name
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074503 - 0,587.97,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074504 - 1,554.18,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074506 - 0,586.53,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074507 - 1,700.08,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,06/06/2017,60074509 - 1,505.32,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074511 - 1,521.5,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074512 - 0,654.46,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074513 - 1,626.12,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074515 - 0,760.05,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,06/06/2017,60074520 - 1,480,Revenue,20002679,LOCKS & LATCHES (STAFFORD) LTD
Direct Services,Materials,D3021,06/06/2017,60074521 - 0,484.75,Revenue,20002680,OXFORD SAFETY SUPPLIES
Direct Services,Materials,D3021,06/06/2017,60074525 - 0,576.58,Revenue,20019236,POWRED HEATING COMPONENTS LTD
Direct Services,Materials,D3021,06/06/2017,60074527 - 0,853.2,Revenue,20019236,POWRED HEATING COMPONENTS LTD
Direct Services,Materials,D3021,06/06/2017,60074528 - 0,756,Revenue,20002370,RIGBY TAYLOR LTD
Direct Services,Tools,D3023,06/06/2017,60074530 - 0,614,Revenue,20002443,UNIVERSAL ACCESS & POWER PLAN
Direct Services,Tools,D3023,06/06/2017,60074533 - 0,1369.85,Revenue,20002443,UNIVERSAL ACCESS & POWER PLAN
Direct Services,Tools,D3023,06/06/2017,60074535 - 0,903,Revenue,20002443,UNIVERSAL ACCESS & POWER PLAN
Direct Services,Tools,D3023,06/06/2017,60074540 - 0,960.5,Revenue,20002443,UNIVERSAL ACCESS & POWER PLAN
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074543 - 1,630.7,Revenue,20011392,BSS GROUP PLC
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074555 - 0,756.35,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,06/06/2017,60074557 - 0,1566.78,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,06/06/2017,60074558 - 1,2660.05,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Waste Disposal & Skip Hire,D3420,06/06/2017,60074559 - 0,958.7,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Direct Services,Materials,D3021,06/06/2017,60074561 - 0,2037.2,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,06/06/2017,60074565 - 0,6906.32,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074570 - 1,725.35,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074572 - 1,856.7,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074573 - 0,1022.12,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074574 - 1,584.09,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074575 - 0,584.09,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074576 - 1,597.81,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074582 - 1,597.81,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074585 - 0,638.53,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,06/06/2017,60074586 - 1,7271.32,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074587 - 0,482.74,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,06/06/2017,60074589 - 0,1050.32,Revenue,20017252,CHERWELL PACKAGING LTD
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074590 - 1,755.19,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074591 - 0,691.63,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074592 - 1,651.33,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074593 - 1,591.13,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074594 - 0,644.65,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,06/06/2017,60074595 - 1,485.6,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074598 - 0,743.11,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074600 - 0,1064.94,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074601 - 1,865.34,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074602 - 0,1088.42,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074604 - 0,780.76,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074605 - 1,591.13,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074606 - 0,615.24,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074607 - 0,593.07,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074608 - 1,603.19,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074615 - 0,624.28,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074616 - 1,646.11,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,06/06/2017,60074619 - 1,1202.12,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,06/06/2017,60074634 - 0,3714.48,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,06/06/2017,60074636 - 0,463.82,Revenue,20019236,POWRED HEATING COMPONENTS LTD
Direct Services,Materials,D3021,06/06/2017,60074638 - 0,1374.96,Revenue,20015370,TIMBERYTE
Direct Services,Materials,D3021,06/06/2017,60074642 - 1,1687.91,Revenue,20003233,AKW MEDICARE LIMITED
Direct Services,Materials,D3021,06/06/2017,60074644 - 1,799.31,Revenue,20006089,ICI CONTRACT DIRECT
Direct Services,Materials,D3021,06/06/2017,60074646 - 1,1663.51,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074647 - 0,850.23,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,06/06/2017,60074652 - 1,6707.89,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,06/06/2017,60074655 - 0,1831.39,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,06/06/2017,60074657 - 1,3364.68,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,06/06/2017,60074659 - 1,795,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,06/06/2017,60074661 - 1,609.68,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,06/06/2017,60074662 - 0,644,Revenue,20006342,JEWSON LTD
Direct Services,Tipping Charges,D3421,06/06/2017,60074663 - 1,656,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Direct Services,Contract Plant Hire,C2402,06/06/2017,60074664 - 0,2568.18,Revenue,20012307,ASHTEAD PLANT HIRE
Direct Services,Reactive Maintenance & Minor Repairs,B1101,06/06/2017,60074666 - 0,1462.25,Revenue,20007609,EXECUTIVE FIRE PROTECTION LTD
Direct Services,Materials,D3021,06/06/2017,60074677 - 0,939.12,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,06/06/2017,60074678 - 1,819,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,General Contracted Services,D3401,06/06/2017,60074682 - 1,1390,Revenue,20011854,OXFORD FABRICATION LTD
Direct Services,Temporary Bureau Staffing,A0108,06/06/2017,60074684 - 1,6928.8,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Engineering Services Supplies and Services,D3319,06/06/2017,60074685 - 0,926.3,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Engineering Services Supplies and Services,D3319,06/06/2017,60074686 - 1,1472.3,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,06/06/2017,60074687 - 0,1423.12,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,06/06/2017,60074688 - 1,523.9,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,06/06/2017,60074689 - 1,483.6,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,06/06/2017,60074690 - 0,659.92,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,06/06/2017,60074697 - 1,564.2,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Engineering Services Supplies and Services,D3319,06/06/2017,60074699 - 1,529.4,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Refuse Containers,D3004,06/06/2017,60074714 - 0,4040,Revenue,20004221,SSI SCHAEFER LTD
Direct Services,Furniture & Equipment Purchase,D3001,06/06/2017,60074720 - 0,705,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Sub Contractors,B1111,06/06/2017,60074748 - 1,1127.4,Revenue,20000210,BARKER & EVANS LTD
Direct Services,Direct Services Sub Contractors,B1111,06/06/2017,60074749 - 0,635,Revenue,20016403,CLEANSAFE SERVICES (UK) LTD
Direct Services,Direct Services Sub Contractors,B1111,06/06/2017,60074750 - 1,480,Revenue,20016403,CLEANSAFE SERVICES (UK) LTD
Direct Services,Direct Services Sub Contractors,B1111,06/06/2017,60074754 - 0,1297.2,Revenue,20005595,EXECUTIVE SECURITY LOCKSMITHS LTD
Direct Services,Direct Services Sub Contractors,B1111,06/06/2017,60074775 - 1,484,Revenue,20014676,KENNINGTON FLOORING LTD
Direct Services,Direct Services Sub Contractors,B1111,06/06/2017,60074788 - 0,672.5,Revenue,20014676,KENNINGTON FLOORING LTD
Direct Services,Direct Services Sub Contractors,B1111,06/06/2017,60074795 - 1,523.5,Revenue,20014676,KENNINGTON FLOORING LTD
Direct Services,Direct Services Sub Contractors,B1111,06/06/2017,60074797 - 1,895,Revenue,20008015,M TECH COMUNICATIONS BRISTOL LTD
Direct Services,Direct Services Sub Contractors,B1111,06/06/2017,60074804 - 0,2825,Revenue,20012914,PROELEC INSTALLATIONS LTD
Direct Services,Direct Services Sub Contractors,B1111,06/06/2017,60074805 - 1,2850,Revenue,20012914,PROELEC INSTALLATIONS LTD
Direct Services,Direct Services Sub Contractors,B1111,06/06/2017,60074806 - 0,9650,Revenue,20019311,STUART BARR CDR LTD
Direct Services,Direct Services Sub Contractors,B1111,06/06/2017,60074807 - 1,11356,Revenue,20013974,TOM GHEE CONSTRUCTION
Direct Services,Direct Services Sub Contractors,B1111,06/06/2017,60074808 - 0,1347.59,Revenue,20002513,MARCUS COPELIN
Direct Services,General Contracted Services,D3401,06/06/2017,60074820 - 0,933.3,Revenue,20002279,M & M SKIP HIRE LTD
Direct Services,Materials,D3021,13/06/2017,60074831 - 0,693.44,Revenue,20002299,C BREWER & SONS LTD
Direct Services,Materials,D3021,13/06/2017,60074832 - 1,726.08,Revenue,20002299,C BREWER & SONS LTD
Direct Services,Materials,D3021,13/06/2017,60074840 - 1,442.56,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Direct Services,Materials,D3021,13/06/2017,60074848 - 1,474.44,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,13/06/2017,60074857 - 0,1435.39,Revenue,20006342,JEWSON LTD
Direct Services,Tools,D3023,13/06/2017,60074861 - 0,680,Revenue,20018194,MAXAM DIRECT LTD
Direct Services,Waste Disposal & Skip Hire,D3420,13/06/2017,60074862 - 1,460,Revenue,20002279,M & M SKIP HIRE LTD
Direct Services,Materials,D3021,13/06/2017,60074873 - 0,720.2,Revenue,20002680,OXFORD SAFETY SUPPLIES
Direct Services,Materials,D3021,13/06/2017,60074876 - 1,1136,Revenue,20002680,OXFORD SAFETY SUPPLIES
Direct Services,Materials,D3021,13/06/2017,60074877 - 0,1032.2,Revenue,20002680,OXFORD SAFETY SUPPLIES
Direct Services,Furniture & Equipment Purchase,D3001,13/06/2017,60074879 - 0,700,Revenue,20012175,TOTAL AUDIO VISUAL SOLUTIONS LIMITED
Direct Services,Direct Services Supplies & Services,D3311,13/06/2017,60074885 - 1,644.81,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,13/06/2017,60074886 - 0,641.93,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,13/06/2017,60074889 - 0,707.43,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,13/06/2017,60074890 - 1,601.08,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,13/06/2017,60074891 - 0,584.09,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,13/06/2017,60074892 - 1,622.61,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,13/06/2017,60074893 - 0,690.53,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,13/06/2017,60074895 - 0,617.44,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,13/06/2017,60074896 - 1,529.74,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,13/06/2017,60074897 - 0,622.66,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,13/06/2017,60074900 - 1,1424.12,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,13/06/2017,60074901 - 0,518.75,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,13/06/2017,60074903 - 0,2034.32,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,13/06/2017,60074908 - 1,517.2,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,13/06/2017,60074912 - 1,782.91,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,13/06/2017,60074913 - 0,584.99,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,13/06/2017,60074915 - 0,636.57,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,13/06/2017,60074916 - 1,636.57,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,13/06/2017,60074918 - 1,1848.5,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,13/06/2017,60074920 - 1,803.46,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,13/06/2017,60074933 - 1,997.5,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,13/06/2017,60074934 - 0,3370.17,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,13/06/2017,60074941 - 0,1394.5,Revenue,20005595,EXECUTIVE SECURITY LOCKSMITHS LTD
Direct Services,Materials,D3021,13/06/2017,60074944 - 1,502.37,Revenue,20006342,JEWSON LTD
Direct Services,Furniture & Equipment Maintenance & Repairs,D3002,13/06/2017,60074951 - 0,1866.36,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,13/06/2017,60074954 - 1,521.76,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,13/06/2017,60074961 - 0,880,Revenue,20002282,M&J ENGINEERS LTD
Direct Services,Materials,D3021,13/06/2017,60074962 - 1,1196.15,Revenue,20002680,OXFORD SAFETY SUPPLIES
Direct Services,Tools,D3023,13/06/2017,60074965 - 0,5108.6,Revenue,20016229,TETRA CONSULTING LTD
Direct Services,Materials,D3021,13/06/2017,60074966 - 1,1333,Revenue,20015370,TIMBERYTE
Direct Services,Materials,D3021,13/06/2017,60074968 - 1,3529.28,Revenue,20015370,TIMBERYTE
Direct Services,Direct Services Supplies & Services,D3311,13/06/2017,60074969 - 0,505,Revenue,20015370,TIMBERYTE
Direct Services,Tipping Charges,D3421,13/06/2017,60074971 - 0,8059.53,Revenue,20012902,W & S RECYCLING SERVICES
Direct Services,Tipping Charges,D3421,13/06/2017,60074972 - 1,1050,Revenue,20012902,W & S RECYCLING SERVICES
Direct Services,Direct Services Supplies & Services,D3311,13/06/2017,60074976 - 1,689.32,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,13/06/2017,60074980 - 0,860.08,Revenue,20003233,AKW MEDICARE LIMITED
Direct Services,Materials,D3021,13/06/2017,60074998 - 1,1231.35,Revenue,20006342,JEWSON LTD
Direct Services,Contract Plant Hire,C2402,13/06/2017,60075015 - 0,581.28,Revenue,20015309,GAP GROUP LTD
Direct Services,Materials,D3021,13/06/2017,60075017 - 0,1096.68,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,13/06/2017,60075018 - 1,455,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,13/06/2017,60075019 - 0,1542.84,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,13/06/2017,60075025 - 0,1258.92,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Contract Plant Hire,C2402,13/06/2017,60075027 - 0,673,Revenue,20003003,MABEY HIRE SERVICES LTD
Direct Services,Materials,D3021,13/06/2017,60075028 - 1,428.48,Revenue,20015230,MERKKO ENTERPRISES LIMITED
Direct Services,Materials,D3021,13/06/2017,60075037 - 0,1063.9,Revenue,20014733,PALMSTEAD NURSERIES LIMITED
Direct Services,Consultants Fees,D3411,13/06/2017,60075042 - 1,2750,Revenue,20013591,PETER BRETT ASSOCIATES LLP
Direct Services,Contract Plant Hire,C2402,13/06/2017,60075044 - 1,3830.65,Revenue,20002955,PORTAKABIN LIMITED
Direct Services,Tipping Charges,D3421,13/06/2017,60075047 - 0,72087.96,Revenue,20007990,VIRIDOR WASTE MANAGEMENT
Direct Services,Direct Services Sub Contractors,B1111,13/06/2017,60075050 - 1,468,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
Direct Services,Direct Services Sub Contractors,B1111,13/06/2017,60075070 - 1,429,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
Direct Services,Direct Services Sub Contractors,B1111,13/06/2017,60075074 - 1,436.8,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
Direct Services,Direct Services Sub Contractors,B1111,13/06/2017,60075087 - 0,6000,Revenue,20017845,HAZLEMERE WINDOW COMPANY LTD
Direct Services,Direct Services Sub Contractors,B1111,13/06/2017,60075094 - 2,2550,Revenue,20014676,KENNINGTON FLOORING LTD
Direct Services,Direct Services Sub Contractors,B1111,13/06/2017,60075095 - 0,2550,Revenue,20014676,KENNINGTON FLOORING LTD
Direct Services,Direct Services Sub Contractors,B1111,13/06/2017,60075096 - 1,2550,Revenue,20014676,KENNINGTON FLOORING LTD
Direct Services,Direct Services Sub Contractors,B1111,13/06/2017,60075097 - 0,2550,Revenue,20014676,KENNINGTON FLOORING LTD
Direct Services,Direct Services Sub Contractors,B1111,13/06/2017,60075102 - 1,1390,Revenue,20009112,PRESERVATION SPECIALIST TREATMENTS
Direct Services,Direct Services Sub Contractors,B1111,13/06/2017,60075104 - 1,2628.8,Revenue,20013974,TOM GHEE CONSTRUCTION
